kdsatker,ba,baes1,akun,program,kegiatan,output,kewenangan,sumber_dana,cara_tarik,kdregister,lokasi,budget_type,tanggal,amount
"403823","032","03212","425151","0000000","0000","000","0","D","0","00000001","0000","2",27/06/2023,160000
"653526","032","03212","425421","0000000","0000","000","0","D","0","00000001","0000","2",09/02/2023,37520000
"653526","032","03212","425421","0000000","0000","000","0","D","0","00000001","0000","2",07/03/2023,5360000
"653526","032","03212","425421","0000000","0000","000","0","D","0","00000001","0000","2",07/02/2023,10720000
"403829","032","03212","425436","0000000","0000","000","0","D","0","00000001","0000","2",06/03/2023,275625
"403879","032","03212","425412","0000000","0000","000","0","D","0","00000001","0000","2",07/06/2023,13800000
"427582","032","03212","425112","0000000","0000","000","0","D","0","00000001","0000","2",17/05/2023,5002200
"427582","032","03212","425112","0000000","0000","000","0","D","0","00000001","0000","2",06/06/2023,1349400
"238755","032","03212","425151","0000000","0000","000","0","D","0","00000001","0000","2",30/03/2023,34560000
"427618","032","03212","425131","0000000","0000","000","0","0","0","00000000","0000","2",02/03/2023,2044176
"427630","032","03212","425131","0000000","0000","000","0","0","0","00000000","0000","2",01/07/2023,3329024
"634146","032","03212","425412","0000000","0000","000","0","D","0","00000001","0000","2",27/02/2023,100000
"634146","032","03212","425151","0000000","0000","000","0","D","0","00000001","0000","2",05/07/2023,80000
"403837","032","03212","425151","0000000","0000","000","0","D","0","00000001","0000","2",27/06/2023,750000
"403837","032","03212","425411","0000000","0000","000","0","D","0","00000001","0000","2",15/06/2023,325000
"403837","032","03212","425412","0000000","0000","000","0","D","0","00000001","0000","2",24/02/2023,500000
"239188","032","03212","424919","0000000","0000","000","0","F","0","00000001","0000","2",31/03/2023,1710000
"239188","032","03212","424112","0000000","0000","000","0","F","0","00000001","0000","2",15/06/2023,274845750
"238741","032","03212","425421","0000000","0000","000","0","D","0","00000001","0000","2",16/01/2023,33000000
"403827","032","03212","425911","0000000","0000","000","0","D","0","00000001","0000","2",27/07/2023,5000000
"427511","032","03212","425131","0000000","0000","000","0","0","0","00000000","0000","2",01/03/2023,2834059
"427511","032","03212","425412","0000000","0000","000","0","D","0","00000001","0000","2",02/03/2023,5100000
"427511","032","03212","425911","0000000","0000","000","0","0","0","00000000","0000","2",01/03/2023,233
"239260","032","03212","425131","0000000","0000","000","0","0","0","00000000","0000","2",01/03/2023,1497111
"238010","032","03212","425151","0000000","0000","000","0","D","0","00000001","0000","2",05/06/2023,1556000
"427551","032","03212","425131","0000000","0000","000","0","0","0","00000000","0000","2",01/07/2023,1604505
"403832","032","03212","425112","0000000","0000","000","0","D","0","00000001","0000","2",05/06/2023,10560000
"634146","032","03212","425131","0000000","0000","000","0","0","0","00000000","0000","2",01/04/2023,3836030
"238762","032","03212","425131","0000000","0000","000","0","0","0","00000000","0000","2",01/04/2023,485900
"238762","032","03212","425131","0000000","0000","000","0","0","0","00000000","0000","2",01/01/2023,407350
"238762","032","03212","425911","0000000","0000","000","0","0","0","00000000","0000","2",01/03/2023,1660942
"237373","032","03212","425131","0000000","0000","000","0","D","0","00000001","0000","2",03/01/2023,212420
