kdsatker,ba,baes1,akun,program,kegiatan,output,kewenangan,sumber_dana,cara_tarik,kdregister,lokasi,budget_type,tanggal,amount
"403821","032","03212","521115","03212WA","2378","EBA","1","A","0","00000001","0152","2",17/05/2023,6564000
"427511","032","03212","523133","03212WA","2378","EBA","2","A","0","00000001","0154","2",16/05/2023,4601000
"626402","032","03212","522191","03212WA","2378","EBA","1","A","0","00000001","0151","2",23/05/2023,3016157
"626402","032","03212","521111","03212WA","2378","EBA","1","A","0","00000001","0151","2",23/05/2023,82343793
"427511","032","03212","511121","03212WA","2378","EBA","2","A","0","00000001","0154","2",01/06/2023,72858060
"403821","032","03212","511121","03212WA","2378","EBA","1","A","0","00000001","0152","2",01/06/2023,25604390
"403835","032","03212","511122","03212WA","2378","EBA","2","A","0","00000001","0151","2",01/06/2023,4284850
"626402","032","03212","521219","03212WA","4345","EBC","1","A","0","00000001","0151","2",06/06/2023,21000000
"626402","032","03212","521111","03212WA","2378","EBA","1","A","0","00000001","0151","2",06/06/2023,5630000
"626402","032","03212","511111","03212WA","2378","EBA","1","A","0","00000001","0151","2",06/06/2023,11884700
