KDSATKER,KODE_PROGRAM,KODE_KEGIATAN,KODE_OUTPUT,KDIB,VOLUME_OUTPUT,KODE_SUBOUTPUT,VOLUME_SUBOUTPUT,KODE_KOMPONEN,KODE_SUBKOMPONEN,URAIAN_SUBKOMPONEN,KODE_AKUN,KODE_JENIS_BEBAN,KODE_CARA_TARIK,KODE_JENIS_BANTUAN,KODE_REGISTER,HEADER1,HEADER2,KODE_ITEM,NOMOR_ITEM,CONS_ITEM,URAIAN_ITEM,SUMBER_DANA,VOL_KEG_1,SAT_KEG_1,VOL_KEG_2,SAT_KEG_2,VOL_KEG_3,SAT_KEG_3,VOL_KEG_4,SAT_KEG_4,VOLKEG,SATKEG,HARGASAT,TOTAL,KODE_BLOKIR,NILAI_BLOKIR,KODE_STS_HISTORY,POK_NILAI_1,POK_NILAI_2,POK_NILAI_3,POK_NILAI_4,POK_NILAI_5,POK_NILAI_6,POK_NILAI_7,POK_NILAI_8,POK_NILAI_9,POK_NILAI_10,POK_NILAI_11,POK_NILAI_12
626402,DL,2375,AFA,00,9,001,9,051,A,"Penyusunan Kerangka Kualifikasi Nasional Indonesia (KKNI)",521211,A,0,A0,,0,0,01,0,1,Penggandaan,A,0,,0,,0,,0,,1,pkt,1300000,1300000,,0,C12,0,31614,115080,82914,27569,86860,447901,258303,97442,87999,43956,20362
626402,DL,2375,AFA,00,9,001,9,051,A,"Penyusunan Kerangka Kualifikasi Nasional Indonesia (KKNI)",521211,A,0,A0,,0,0,02,1,2,"Snack dan Makan Rapat (1 pkt x 15 orang x 4 kali)",A,0,,0,,0,,0,,60,ok,75000,4500000,,0,C12,0,109434,398352,287009,95431,300669,1550426,894127,337298,304613,152155,70486
626402,DL,2375,AFA,00,9,001,9,051,A,"Penyusunan Kerangka Kualifikasi Nasional Indonesia (KKNI)",521211,A,0,A0,,0,0,03,2,3,ATK,A,0,,0,,0,,0,,1,pkt,1000000,1000000,,0,C12,0,24319,88523,63780,21207,66815,344539,198695,74955,67692,33812,15663
626402,DL,2375,AFA,00,9,001,9,051,A,"Penyusunan Kerangka Kualifikasi Nasional Indonesia (KKNI)",521211,A,0,A0,,0,0,04,3,4,"Bahan Komputer",A,0,,0,,0,,0,,1,pkt,1000000,1000000,,0,C12,0,24319,88523,63780,21207,66815,344539,198695,74955,67692,33812,15663
626402,DL,2375,AFA,00,9,001,9,051,A,"Penyusunan Kerangka Kualifikasi Nasional Indonesia (KKNI)",521211,A,0,A0,,0,0,05,4,5,"Perlengkapan Peserta (1 pkt x 60 orang x 1 kali)",A,0,,0,,0,,0,,60,ok,125000,7500000,,0,C12,0,182391,663920,478348,159051,501116,2584044,1490212,562163,507689,253591,117475
626402,DL,2375,AFA,00,9,001,9,051,B,"Penetapan Standar Kompetensi Kerja Nasional Indonesia (SKKNI)",521211,A,0,A0,,0,0,01,0,10,Penggandaan,A,0,,0,,0,,0,,1,pkt,1500000,1500000,,0,C12,0,36478,132784,95670,31810,100223,516809,298042,112433,101538,50718,23495
626402,DL,2375,AFA,00,9,001,9,051,B,"Penetapan Standar Kompetensi Kerja Nasional Indonesia (SKKNI)",521211,A,0,A0,,0,0,02,1,11,"Makan dan snack Rapat (1 pkt x 17 orang x 4 kali)",A,0,,0,,0,,0,,68,ok,75000,5100000,,0,C12,0,124026,451466,325277,108155,340759,1757150,1013344,382271,345228,172442,79882
626402,DL,2375,AFA,00,9,001,9,051,B,"Penetapan Standar Kompetensi Kerja Nasional Indonesia (SKKNI)",521211,A,0,A0,,0,0,03,2,12,ATK,A,0,,0,,0,,0,,1,pkt,1500000,1500000,,0,C12,0,36478,132784,95670,31810,100223,516809,298042,112433,101538,50718,23495
626402,DL,2375,AFA,00,9,001,9,051,B,"Penetapan Standar Kompetensi Kerja Nasional Indonesia (SKKNI)",521211,A,0,A0,,0,0,04,3,13,"Bahan Komputer",A,0,,0,,0,,0,,1,pkt,1000000,1000000,,0,C12,0,24319,88523,63780,21207,66815,344539,198695,74955,67692,33812,15663
626402,DL,2375,AFA,00,9,001,9,051,B,"Penetapan Standar Kompetensi Kerja Nasional Indonesia (SKKNI)",521211,A,0,A0,,0,0,05,4,14,"Perlengkapan Peserta (1 pkt x 26 org x 2 kali)",A,0,,0,,0,,0,,52,ok,125000,6500000,,0,C12,0,158072,575398,414568,137844,434300,2239505,1291517,487208,439997,219779,101812
